St.no;Year;Mnth;Date;Time(NMT);TA
68860;2012;1;12;24;1.7
68860;2012;1;13;1;1.7
68860;2012;1;13;2;1.7
68860;2012;1;13;3;2.0
68860;2012;1;13;4;2.3
68860;2012;1;13;5;2.0
68860;2012;1;13;6;3.4
68860;2012;1;13;7;2.4
68860;2012;1;13;8;2.5
68860;2012;1;13;9;3.1
68860;2012;1;13;10;1.6
68860;2012;1;13;11;1.9
68860;2012;1;13;12;1.2
68860;2012;1;13;13;1.1
68860;2012;1;13;14;0.9
68860;2012;1;13;15;0.3
68860;2012;1;13;16;1.7
68860;2012;1;13;17;1.5
68860;2012;1;13;18;1.3
68860;2012;1;13;19;0.6
68860;2012;1;13;20;1.2
68860;2012;1;13;21;1.6
68860;2012;1;13;22;1.5
68860;2012;1;13;23;1.3
68860;2012;1;13;24;1.4
68860;2012;1;14;1;0.5
68860;2012;1;14;2;1.2
68860;2012;1;14;3;1.8
68860;2012;1;14;4;1.3
68860;2012;1;14;5;1.8
68860;2012;1;14;6;2.5
68860;2012;1;14;7;0.9
68860;2012;1;14;8;1.4
68860;2012;1;14;9;1.4
68860;2012;1;14;10;1.4
68860;2012;1;14;11;1.2
68860;2012;1;14;12;1.3
68860;2012;1;14;13;1.4
68860;2012;1;14;14;1.2
68860;2012;1;14;15;0.8
68860;2012;1;14;16;0.9
68860;2012;1;14;17;1.0
68860;2012;1;14;18;0.7
68860;2012;1;14;19;0.9
68860;2012;1;14;20;1.1
68860;2012;1;14;21;1.5
68860;2012;1;14;22;1.9
68860;2012;1;14;23;2.3
68860;2012;1;14;24;2.3
68860;2012;1;15;1;2.8
68860;2012;1;15;2;3.3
68860;2012;1;15;3;3.2
68860;2012;1;15;4;3.3
68860;2012;1;15;5;3.6
68860;2012;1;15;6;3.3
68860;2012;1;15;7;3.2
68860;2012;1;15;8;3.9
68860;2012;1;15;9;3.8
68860;2012;1;15;10;4.3
68860;2012;1;15;11;4.1
68860;2012;1;15;12;4.2
68860;2012;1;15;13;4.9
68860;2012;1;15;14;4.3
68860;2012;1;15;15;4.2
68860;2012;1;15;16;3.9
68860;2012;1;15;17;3.9
68860;2012;1;15;18;3.9
68860;2012;1;15;19;3.9
68860;2012;1;15;20;3.8
68860;2012;1;15;21;4.1
68860;2012;1;15;22;3.7
68860;2012;1;15;23;4.0
68860;2012;1;15;24;4.0
68860;2012;1;16;1;3.5
68860;2012;1;16;2;3.5
68860;2012;1;16;3;3.5
68860;2012;1;16;4;3.7
68860;2012;1;16;5;3.8
68860;2012;1;16;6;3.6
68860;2012;1;16;7;3.5
68860;2012;1;16;8;3.3
68860;2012;1;16;9;3.3
68860;2012;1;16;10;3.7
68860;2012;1;16;11;3.8
68860;2012;1;16;12;3.8
68860;2012;1;16;13;4.0
68860;2012;1;16;14;3.9
68860;2012;1;16;15;4.0
68860;2012;1;16;16;4.2
68860;2012;1;16;17;4.3
68860;2012;1;16;18;3.5
68860;2012;1;16;19;3.9
68860;2012;1;16;20;3.1
68860;2012;1;16;21;2.5
68860;2012;1;16;22;3.0
68860;2012;1;16;23;2.3
68860;2012;1;16;24;2.5
68860;2012;1;17;1;2.2
68860;2012;1;17;2;2.0
68860;2012;1;17;3;2.3
68860;2012;1;17;4;2.2
68860;2012;1;17;5;1.8
68860;2012;1;17;6;2.0
68860;2012;1;17;7;1.5
68860;2012;1;17;8;0.3
68860;2012;1;17;9;-1.4
68860;2012;1;17;10;-0.9
68860;2012;1;17;11;-0.9
68860;2012;1;17;12;-1.0
68860;2012;1;17;13;-0.9
68860;2012;1;17;14;-0.6
68860;2012;1;17;15;-0.9
68860;2012;1;17;16;-1.7
68860;2012;1;17;17;-2.0
68860;2012;1;17;18;-2.3
68860;2012;1;17;19;-2.4
68860;2012;1;17;20;-2.5
68860;2012;1;17;21;-3.3
68860;2012;1;17;22;-2.3
68860;2012;1;17;23;-2.2
68860;2012;1;17;24;-1.9
68860;2012;1;18;1;-1.8
68860;2012;1;18;2;-1.5
68860;2012;1;18;3;-1.3
68860;2012;1;18;4;-2.0
68860;2012;1;18;5;-2.9
68860;2012;1;18;6;-2.3
68860;2012;1;18;7;-0.9
68860;2012;1;18;8;-1.1
68860;2012;1;18;9;-0.8
68860;2012;1;18;10;-0.2
68860;2012;1;18;11;2.9
68860;2012;1;18;12;4.6
68860;2012;1;18;13;4.2
68860;2012;1;18;14;1.1
68860;2012;1;18;15;1.1
68860;2012;1;18;16;0.9
68860;2012;1;18;17;1.9
68860;2012;1;18;18;2.0
68860;2012;1;18;19;1.1
68860;2012;1;18;20;1.6
68860;2012;1;18;21;1.9
68860;2012;1;18;22;1.7
68860;2012;1;18;23;1.5
68860;2012;1;18;24;0.7
68860;2012;1;19;1;-1.0
68860;2012;1;19;2;-0.5
68860;2012;1;19;3;-0.6
68860;2012;1;19;4;-1.5
68860;2012;1;19;5;-1.4
68860;2012;1;19;6;-1.1
68860;2012;1;19;7;-1.7
68860;2012;1;19;8;-1.7
68860;2012;1;19;9;-0.1
68860;2012;1;19;10;-1.7
68860;2012;1;19;11;-1.9
68860;2012;1;19;12;-0.8
68860;2012;1;19;13;-1.2
68860;2012;1;19;14;-1.1
68860;2012;1;19;15;0.8
68860;2012;1;19;16;-1.9
68860;2012;1;19;17;-2.8
68860;2012;1;19;18;-2.8
68860;2012;1;19;19;-2.6
68860;2012;1;19;20;-2.8
68860;2012;1;19;21;-2.4
68860;2012;1;19;22;-2.7
68860;2012;1;19;23;-2.7
68860;2012;1;19;24;-3.1
68860;2012;1;20;1;-3.2
68860;2012;1;20;2;-3.3
68860;2012;1;20;3;-3.6
68860;2012;1;20;4;-4.1
68860;2012;1;20;5;-4.8
68860;2012;1;20;6;-5.0
68860;2012;1;20;7;-5.2
68860;2012;1;20;8;-5.3
68860;2012;1;20;9;-5.7
68860;2012;1;20;10;-5.6
68860;2012;1;20;11;-5.1
68860;2012;1;20;12;-4.6
68860;2012;1;20;13;-4.1
68860;2012;1;20;14;-3.7
68860;2012;1;20;15;-3.9
68860;2012;1;20;16;-4.1
68860;2012;1;20;17;-4.7
68860;2012;1;20;18;-4.2
68860;2012;1;20;19;-4.4
68860;2012;1;20;20;-4.3
68860;2012;1;20;21;-3.9
68860;2012;1;20;22;-3.6
68860;2012;1;20;23;-3.6
68860;2012;1;20;24;-2.8
68860;2012;1;21;1;-2.8
68860;2012;1;21;2;-3.6
68860;2012;1;21;3;-1.7
68860;2012;1;21;4;-1.9
68860;2012;1;21;5;-1.6
68860;2012;1;21;6;-1.4
68860;2012;1;21;7;-1.7
68860;2012;1;21;8;-1.9
68860;2012;1;21;9;-2.7
68860;2012;1;21;10;-2.3
68860;2012;1;21;11;-2.0
68860;2012;1;21;12;-1.7
68860;2012;1;21;13;-1.7
68860;2012;1;21;14;-1.6
68860;2012;1;21;15;-1.7
68860;2012;1;21;16;-1.6
68860;2012;1;21;17;-1.7
68860;2012;1;21;18;-1.7
68860;2012;1;21;19;-2.1
68860;2012;1;21;20;-2.4
68860;2012;1;21;21;-2.0
68860;2012;1;21;22;-2.8
68860;2012;1;21;23;-3.6
68860;2012;1;21;24;-3.7
68860;2012;1;22;1;-4.1
68860;2012;1;22;2;-3.5
68860;2012;1;22;3;-3.1
68860;2012;1;22;4;-2.8
68860;2012;1;22;5;-2.4
68860;2012;1;22;6;-2.2
68860;2012;1;22;7;-2.1
68860;2012;1;22;8;-1.9
68860;2012;1;22;9;-1.7
68860;2012;1;22;10;-1.7
68860;2012;1;22;11;-1.3
68860;2012;1;22;12;-0.8
68860;2012;1;22;13;-0.2
68860;2012;1;22;14;-0.4
68860;2012;1;22;15;-0.6
68860;2012;1;22;16;-1.3
68860;2012;1;22;17;-0.9
68860;2012;1;22;18;-1.0
68860;2012;1;22;19;-1.4
68860;2012;1;22;20;-2.2
68860;2012;1;22;21;-1.3
68860;2012;1;22;22;-1.6
68860;2012;1;22;23;-2.1
68860;2012;1;22;24;-4.9
68860;2012;1;23;1;-5.1
68860;2012;1;23;2;-4.2
68860;2012;1;23;3;-4.2
68860;2012;1;23;4;-5.3
68860;2012;1;23;5;-4.6
68860;2012;1;23;6;-5.0
68860;2012;1;23;7;-4.8
68860;2012;1;23;8;-4.8
68860;2012;1;23;9;-5.8
68860;2012;1;23;10;-6.2
68860;2012;1;23;11;-5.1
68860;2012;1;23;12;-5.7
68860;2012;1;23;13;-4.5
68860;2012;1;23;14;-4.1
68860;2012;1;23;15;-4.5
68860;2012;1;23;16;-4.3
68860;2012;1;23;17;-5.2
68860;2012;1;23;18;-6.0
68860;2012;1;23;19;-7.2
68860;2012;1;23;20;-7.9
68860;2012;1;23;21;-7.3
68860;2012;1;23;22;-6.7
68860;2012;1;23;23;-7.6
68860;2012;1;23;24;-8.2
68860;2012;1;24;1;-8.1
68860;2012;1;24;2;-9.3
68860;2012;1;24;3;-8.2
68860;2012;1;24;4;-8.2
68860;2012;1;24;5;-8.2
68860;2012;1;24;6;-8.2
68860;2012;1;24;7;-8.1
68860;2012;1;24;8;-8.3
68860;2012;1;24;9;-8.7
68860;2012;1;24;10;-8.3
68860;2012;1;24;11;-7.6
68860;2012;1;24;12;-7.5
68860;2012;1;24;13;-5.7
68860;2012;1;24;14;-6.6
68860;2012;1;24;15;-6.6
68860;2012;1;24;16;-7.8
68860;2012;1;24;17;-8.1
68860;2012;1;24;18;-7.1
68860;2012;1;24;19;-7.8
68860;2012;1;24;20;-8.5
68860;2012;1;24;21;-9.1
68860;2012;1;24;22;-7.1
68860;2012;1;24;23;-9.2
68860;2012;1;24;24;-9.2
68860;2012;1;25;1;-8.8
68860;2012;1;25;2;-8.7
68860;2012;1;25;3;-7.9
68860;2012;1;25;4;-8.8
68860;2012;1;25;5;-8.9
68860;2012;1;25;6;-8.3
68860;2012;1;25;7;-8.6
68860;2012;1;25;8;-9.0
68860;2012;1;25;9;-6.8
68860;2012;1;25;10;-5.5
68860;2012;1;25;11;-3.3
68860;2012;1;25;12;-2.3
68860;2012;1;25;13;-1.5
68860;2012;1;25;14;-3.7
68860;2012;1;25;15;-1.4
68860;2012;1;25;16;-2.3
68860;2012;1;25;17;-3.3
68860;2012;1;25;18;-3.0
68860;2012;1;25;19;-4.4
68860;2012;1;25;20;-3.4
68860;2012;1;25;21;-3.2
68860;2012;1;25;22;-2.6
68860;2012;1;25;23;-2.5
68860;2012;1;25;24;-2.5
68860;2012;1;26;1;-2.4
68860;2012;1;26;2;-2.4
68860;2012;1;26;3;-2.6
68860;2012;1;26;4;-2.4
68860;2012;1;26;5;-2.4
68860;2012;1;26;6;-2.6
68860;2012;1;26;7;-2.1
68860;2012;1;26;8;-1.8
68860;2012;1;26;9;-1.6
68860;2012;1;26;10;-1.6
68860;2012;1;26;11;-1.4
68860;2012;1;26;12;-1.0
68860;2012;1;26;13;-0.8
68860;2012;1;26;14;-0.5
68860;2012;1;26;15;-0.1
68860;2012;1;26;16;-0.4
68860;2012;1;26;17;-0.2
68860;2012;1;26;18;-0.3
68860;2012;1;26;19;-0.2
68860;2012;1;26;20;0.0
68860;2012;1;26;21;0.2
68860;2012;1;26;22;0.2
68860;2012;1;26;23;0.2
68860;2012;1;26;24;0.2
68860;2012;1;27;1;0.1
68860;2012;1;27;2;0.0
68860;2012;1;27;3;0.1
68860;2012;1;27;4;0.2
68860;2012;1;27;5;0.4
68860;2012;1;27;6;0.4
68860;2012;1;27;7;0.3
68860;2012;1;27;8;0.4
68860;2012;1;27;9;0.4
68860;2012;1;27;10;0.2
68860;2012;1;27;11;-0.1
68860;2012;1;27;12;0.0
68860;2012;1;27;13;0.1
68860;2012;1;27;14;0.2
68860;2012;1;27;15;0.3
68860;2012;1;27;16;0.3
68860;2012;1;27;17;0.2
68860;2012;1;27;18;0.3
68860;2012;1;27;19;0.4
68860;2012;1;27;20;0.3
68860;2012;1;27;21;0.3
68860;2012;1;27;22;0.4
68860;2012;1;27;23;0.3
68860;2012;1;27;24;0.2
68860;2012;1;28;1;0.1
68860;2012;1;28;2;-0.2
68860;2012;1;28;3;-0.3
68860;2012;1;28;4;-0.6
68860;2012;1;28;5;-1.0
68860;2012;1;28;6;-1.2
68860;2012;1;28;7;-1.6
68860;2012;1;28;8;-1.8
68860;2012;1;28;9;-2.0
68860;2012;1;28;10;-2.1
68860;2012;1;28;11;-2.1
68860;2012;1;28;12;-2.0
68860;2012;1;28;13;-1.5
68860;2012;1;28;14;-1.5
68860;2012;1;28;15;-2.0
68860;2012;1;28;16;-2.5
68860;2012;1;28;17;-3.6
68860;2012;1;28;18;-2.8
68860;2012;1;28;19;-3.1
68860;2012;1;28;20;-3.0
68860;2012;1;28;21;-3.0
68860;2012;1;28;22;-3.3
68860;2012;1;28;23;-3.5
68860;2012;1;28;24;-3.5
68860;2012;1;29;1;-3.8
68860;2012;1;29;2;-4.3
68860;2012;1;29;3;-4.7
68860;2012;1;29;4;-5.3
68860;2012;1;29;5;-5.0
68860;2012;1;29;6;-4.9
68860;2012;1;29;7;-4.5
68860;2012;1;29;8;-5.3
68860;2012;1;29;9;-4.2
68860;2012;1;29;10;-4.8
68860;2012;1;29;11;-4.7
68860;2012;1;29;12;-3.3
68860;2012;1;29;13;-3.3
68860;2012;1;29;14;-3.2
68860;2012;1;29;15;-3.9
68860;2012;1;29;16;-4.5
68860;2012;1;29;17;-5.6
68860;2012;1;29;18;-5.4
68860;2012;1;29;19;-6.4
68860;2012;1;29;20;-7.5
68860;2012;1;29;21;-7.2
68860;2012;1;29;22;-6.8
68860;2012;1;29;23;-6.5
68860;2012;1;29;24;-6.7
68860;2012;1;30;1;-7.6
68860;2012;1;30;2;-6.5
68860;2012;1;30;3;-6.1
68860;2012;1;30;4;-5.5
68860;2012;1;30;5;-7.1
68860;2012;1;30;6;-7.9
68860;2012;1;30;7;-6.5
68860;2012;1;30;8;-6.5
68860;2012;1;30;9;-7.5
68860;2012;1;30;10;-5.7
68860;2012;1;30;11;-7.2
68860;2012;1;30;12;-5.3
68860;2012;1;30;13;-4.2
68860;2012;1;30;14;-3.6
68860;2012;1;30;15;-4.0
68860;2012;1;30;16;-4.4
68860;2012;1;30;17;-4.9
68860;2012;1;30;18;-6.4
68860;2012;1;30;19;-7.2
68860;2012;1;30;20;-7.9
68860;2012;1;30;21;-8.6
68860;2012;1;30;22;-9.0
68860;2012;1;30;23;-8.0
68860;2012;1;30;24;-8.2
68860;2012;1;31;1;-9.4
68860;2012;1;31;2;-9.0
68860;2012;1;31;3;-10.3
68860;2012;1;31;4;-8.5
68860;2012;1;31;5;-11.0
68860;2012;1;31;6;-10.8
68860;2012;1;31;7;-10.3
68860;2012;1;31;8;-10.7
68860;2012;1;31;9;-9.9
68860;2012;1;31;10;-10.4
68860;2012;1;31;11;-11.3
68860;2012;1;31;12;-11.1
68860;2012;1;31;13;-9.0
68860;2012;1;31;14;-7.5
68860;2012;1;31;15;-7.5
68860;2012;1;31;16;-8.5
68860;2012;1;31;17;-8.9
68860;2012;1;31;18;-9.2
68860;2012;1;31;19;-9.9
68860;2012;1;31;20;-11.1
68860;2012;1;31;21;-11.5
68860;2012;1;31;22;-11.8
68860;2012;1;31;23;-11.5
68860;2012;1;31;24;-11.3
