#Y-2010
#M-Jan
2.30, 2.22, 2.29, 2.14, 2.11, 2.27, 3.76, 5.67, 3.71, 2.67, 5.04, 4.81, 4.83, 4.71, 4.32, 3.89, 3.38, 4.47, 4.62, 4.73, 4.07, 3.99, 4.00, 4.08
1.41, 1.90, 2.57, 2.73, 2.63, 2.75, 2.84, 4.58, 2.99, 2.81, 5.17, 6.63, 5.02, 5.72, 5.67, 3.56, 3.60, 4.07, 5.52, 4.79, 3.94, 3.91, 3.86, 3.80
2.73, 1.67, 1.85, 2.04, 1.98, 2.02, 3.16, 5.18, 3.41, 3.21, 4.98, 5.32, 4.49, 3.84, 2.34, 2.66, 2.61, 3.82, 3.65, 2.59, 3.16, 2.18, 1.98, 1.95
1.14, 1.24, 1.57, 1.82, 1.87, 1.90, 3.12, 5.18, 2.04, 2.12, 4.57, 4.09, 3.32, 2.88, 2.87, 2.89, 2.87, 2.85, 3.03, 4.50, 3.81, 3.89, 3.87, 3.86
2.77, 2.21, 2.31, 2.57, 2.69, 2.56, 2.49, 4.51, 2.95, 2.98, 5.40, 5.57, 5.23, 4.66, 4.57, 3.92, 3.75, 5.25, 5.29, 5.29, 4.45, 4.49, 4.51, 4.45
3.05, 2.97, 3.11, 3.14, 3.17, 3.11, 2.97, 4.78, 3.26, 3.29, 5.75, 5.72, 5.67, 5.32, 4.85, 4.75, 4.51, 4.10, 5.41, 5.45, 4.55, 4.43, 4.54, 4.40
1.58, 2.31, 2.80, 3.08, 3.01, 2.95, 2.86, 4.79, 4.58, 4.44, 6.01, 5.46, 5.47, 4.94, 4.58, 4.29, 3.60, 3.49, 5.22, 5.39, 4.46, 4.45, 4.36, 4.26
3.02, 2.89, 2.86, 3.05, 3.00, 2.78, 4.11, 5.76, 3.44, 3.19, 5.31, 5.29, 5.33, 4.86, 4.66, 4.43, 4.09, 4.04, 5.08, 5.06, 4.30, 4.37, 4.29, 4.30
2.52, 2.14, 2.68, 2.52, 2.59, 2.42, 2.78, 5.99, 4.43, 3.25, 5.25, 6.37, 6.26, 5.48, 4.21, 3.52, 3.23, 4.70, 4.70, 4.72, 4.00, 4.03, 4.21, 4.01
1.58, 1.76, 2.43, 2.52, 2.67, 2.68, 2.69, 4.62, 3.14, 4.12, 6.53, 6.26, 5.97, 5.32, 3.82, 3.07, 4.39, 4.32, 4.34, 4.25, 3.67, 3.70, 3.62, 3.63
2.68, 1.70, 1.80, 2.04, 2.10, 2.10, 3.25, 4.35, 2.44, 2.27, 4.63, 4.29, 3.43, 2.60, 2.43, 2.46, 2.77, 2.69, 3.92, 3.99, 3.62, 3.60, 3.63, 3.59
2.72, 1.34, 1.75, 2.04, 2.21, 2.46, 3.62, 5.51, 3.52, 2.56, 4.83, 4.60, 3.84, 3.39, 3.10, 3.09, 3.09, 3.04, 4.07, 4.23, 3.62, 3.72, 3.77, 3.82
2.78, 1.52, 2.11, 2.43, 2.54, 2.34, 3.60, 4.76, 2.81, 2.58, 5.10, 5.06, 4.06, 3.64, 2.96, 2.97, 3.08, 2.47, 4.98, 4.53, 3.74, 3.90, 3.72, 3.74
2.73, 2.10, 2.19, 2.45, 2.54, 2.47, 2.37, 5.73, 3.68, 2.81, 5.17, 4.77, 4.23, 3.84, 3.32, 3.18, 3.22, 4.46, 4.51, 4.67, 4.01, 3.86, 3.97, 3.95
2.80, 3.04, 2.08, 2.25, 2.40, 2.43, 2.46, 5.62, 4.01, 3.22, 4.96, 4.99, 4.32, 3.71, 3.07, 2.90, 3.08, 4.30, 4.33, 4.43, 3.74, 3.76, 3.66, 3.70
2.38, 1.43, 1.74, 1.81, 1.85, 1.71, 3.17, 5.17, 3.23, 3.32, 4.91, 5.30, 4.17, 3.55, 2.36, 2.22, 3.55, 3.61, 3.74, 3.79, 3.42, 3.38, 3.36, 3.37
1.12, 1.11, 1.43, 1.76, 1.92, 1.95, 1.99, 3.98, 2.27, 1.93, 4.29, 5.16, 4.29, 3.24, 3.70, 3.45, 3.45, 2.45, 3.71, 3.71, 3.30, 3.31, 3.33, 2.98
