01.01.2012;248,18;232,38;225,02;221,15;214,87;214,25;212,47;205,66;189,00;189,00;207,52;225,02;226,96;224,71;226,26;231,92;240,51;255,62;261,66;255,93;239,51;227,58;217,66;190,71
02.01.2012;228,20;221,85;214,72;215,26;223,63;233,54;247,72;265,46;285,13;294,04;301,71;301,16;284,28;274,67;280,56;290,55;292,18;294,19;277,07;270,65;263,83;258,17;248,34;228,43
03.01.2012;224,99;198,15;178,13;177,90;190,31;225,07;249,97;258,27;261,45;259,67;259,59;259,05;259,20;259,52;259,44;261,69;263,47;262,23;260,68;256,49;249,43;236,86;223,90;189,22
04.01.2012;176,92;175,76;171,89;173,60;186,44;198,51;222,80;244,53;254,90;254,36;256,68;257,30;255,67;255,83;257,92;259,23;261,94;262,71;260,70;257,14;251,57;243,68;236,49;209,80
05.01.2012;216,55;209,76;209,22;211,38;217,93;220,48;232,66;256,56;270,20;271,36;275,13;274,67;270,43;268,27;271,97;278,83;289,24;295,25;269,58;261,03;255,09;240,98;227,88;220,63
06.01.2012;221,33;214,03;207,34;204,96;206,50;213,95;221,33;238,71;251,55;259,85;264,46;265,46;266,46;267,31;268,38;272,69;286,76;285,99;282,99;272,92;264,16;257,62;249,40;240,86
07.01.2012;253,16;235,41;220,51;216,28;221,43;225,27;219,20;227,42;247,94;256,39;261,23;260,38;255,39;253,93;259,38;268,22;277,52;304,25;293,19;271,83;261,23;246,63;242,02;224,73
08.01.2012;237,76;233,70;231,25;230,10;230,56;227,88;217,84;219,98;226,73;233,16;252,47;268,26;268,95;268,18;255,08;254,92;286,80;345,42;331,32;310,55;295,69;282,20;268,95;260,82
09.01.2012;267,95;256,07;250,86;248,72;249,02;276,92;329,56;452,54;494,22;450,47;432,92;429,78;426,79;419,97;400,97;388,71;397,60;437,44;418,59;402,35;309,33;276,99;257,76;248,95
10.01.2012;243,08;238,55;235,48;222,30;233,95;259,18;279,50;283,10;406,33;392,68;391,14;406,40;400,27;406,10;399,04;398,05;421,43;468,82;450,65;313,77;275,66;267,38;253,35;245,91
11.01.2012;241,58;235,15;232,31;225,27;230,63;250,01;261,34;287,38;319,71;303,62;291,52;300,64;306,23;309,14;309,44;325,53;350,65;361,76;316,18;289,68;270,92;261,50;251,00;241,12
12.01.2012;239,85;234,56;226,61;221,10;223,54;245,05;257,60;286,53;293,42;287,83;278,34;282,09;286,99;277,34;283,47;274,28;287,29;293,65;284,62;269,62;261,12;258,21;252,93;239,77
13.01.2012;217,59;194,87;190,49;201,62;216,44;230,63;256,35;288,12;292,19;275,23;271,54;269,85;265,48;259,42;259,11;259,88;265,32;272,46;268,32;258,65;253,81;252,43;245,98;230,56
14.01.2012;231,42;220,57;215,64;223,65;226,80;236,58;240,19;247,04;252,12;256,35;259,43;260,51;259,43;260,28;260,97;270,75;297,14;298,91;297,37;277,98;268,21;263,74;262,97;259,82
15.01.2012;261,97;259,36;257,90;257,29;251,30;257,37;254,53;260,13;260,98;266,66;272,72;277,41;279,71;276,33;281,86;287,23;289,84;290,31;286,31;284,24;280,48;274,33;274,33;264,12
16.01.2012;261,13;257,90;256,45;257,83;256,98;266,73;272,11;292,07;313,80;346,82;323,63;311,88;307,58;312,19;348,04;383,13;402,40;314,03;301,36;297,75;291,53;285,93;269,19;263,51
17.01.2012;263,44;259,14;256,91;258,91;264,21;281,57;290,02;377,50;454,76;406,76;378,50;383,26;400,92;393,32;383,33;384,87;411,67;472,43;400,61;320,12;298,69;293,78;278,19;263,67
18.01.2012;260,87;257,34;254,96;255,80;260,71;273,67;287,78;359,63;399,96;336,93;332,02;332,02;331,10;314,54;317,76;314,92;326,43;315,38;307,26;285,40;270,83;267,84;261,48;252,51
19.01.2012;244,45;238,60;238,99;240,68;249,69;259,54;287,40;298,79;325,66;308,49;297,95;310,42;316,73;317,11;300,56;302,10;324,58;342,82;315,11;289,10;281,17;276,78;265,16;259,46
20.01.2012;243,71;241,71;231,67;230,52;240,56;251,83;289,30;351,92;382,42;351,15;340,34;346,48;344,41;323,41;314,59;328,39;344,87;384,95;344,41;300,88;279,19;279,57;269,92;263,86
21.01.2012;263,05;259,07;257,39;256,24;253,86;253,17;253,25;259,99;260,07;263,89;265,04;264,20;262,67;258,46;254,93;254,71;263,51;281,28;276,07;263,36;259,38;252,87;250,72;235,25
22.01.2012;228,44;213,63;204,81;202,20;202,51;210,95;219,62;223,30;228,67;237,50;242,03;244,71;244,17;242,72;243,56;248,93;256,61;279,86;300,04;284,84;272,41;263,97;261,36;255,07
23.01.2012;245,32;240,34;237,50;233,51;242,03;257,14;301,27;343,32;313,39;307,25;372,32;332,50;322,60;322,75;322,75;322,98;299,81;298,58;297,05;296,05;331,88;311,09;284,84;273,33
24.01.2012;268,95;262,66;263,42;264,19;269,87;286,60;300,80;355,91;349,39;315,39;315,54;309,78;304,72;303,57;303,95;305,95;304,64;304,72;298,88;298,42;299,19;297,43;286,91;278,01
25.01.2012;277,46;272,71;271,19;272,71;282,42;285,87;293,66;298,94;365,99;356,59;304,29;304,29;300,62;299,93;302,15;301,84;302,76;302,07;296,95;295,42;294,28;286,71;277,15;265,60
26.01.2012;270,51;268,20;265,13;257,91;260,76;274,19;297,53;445,96;443,11;398,50;372,40;355,51;324,02;328,63;328,55;347,14;355,20;383,68;304,60;299,22;280,18;273,27;267,51;258,07
27.01.2012;255,20;252,82;251,98;254,28;263,17;271,08;285,88;327,76;428,86;355,45;310,20;304,29;298,77;299,38;305,13;304,98;299,46;297,69;297,46;298,46;295,08;288,72;281,81;277,60
28.01.2012;275,66;271,07;269,92;270,46;271,45;275,05;279,41;283,31;284,46;291,73;300,00;298,08;293,72;291,96;291,27;296,86;301,60;303,59;302,98;300,76;294,72;290,28;287,22;282,70
29.01.2012;281,15;277,24;274,33;268,35;257,07;255,92;258,68;269,27;275,09;282,76;287,74;285,52;282,68;280,77;280,31;281,23;290,58;303,15;297,94;293,03;284,68;280,84;274,94;268,88
30.01.2012;268,19;262,06;249,41;244,96;254,93;260,68;293,19;397,30;433,72;407,19;374,69;347,47;345,78;344,09;338,65;355,83;382,74;450,74;453,89;376,99;298,17;287,67;276,32;271,41
31.01.2012;280,49;277,72;280,33;281,79;284,41;294,78;306,84;425,61;529,79;468,63;406,79;399,95;384,89;376,37;352,40;376,29;375,67;518,03;341,18;313,52;306,07;313,75;307,07;292,24
