#Y-2010
#M-Jan
1.45, 1.39, 1.42, 1.34, 1.30, 1.41, 2.33, 3.53, 2.30, 1.67, 3.15, 3.02, 3.03, 2.96, 2.72, 2.48, 4.12, 2.19, 2.40, 4.16, 2.98, 2.58, 2.51, 2.55
0.87, 1.19, 1.62, 1.68, 1.63, 1.74, 1.81, 2.92, 1.91, 1.81, 3.51, 4.56, 3.44, 3.85, 3.88, 2.58, 5.19, 3.35, 4.90, 4.86, 2.74, 2.63, 2.55, 2.44
1.75, 1.04, 1.19, 1.26, 1.26, 1.29, 2.01, 3.33, 2.19, 2.05, 3.27, 3.48, 2.97, 2.50, 1.54, 1.81, 3.78, 2.30, 2.07, 2.55, 2.29, 1.40, 1.27, 1.24
0.73, 0.86, 1.01, 1.14, 1.18, 1.23, 2.05, 3.78, 1.96, 2.13, 4.66, 3.94, 3.14, 2.64, 3.36, 4.83, 2.38, 1.86, 5.60, 5.67, 2.86, 2.72, 2.60, 2.51
1.79, 1.43, 1.47, 1.64, 1.74, 1.67, 1.67, 3.17, 2.13, 2.18, 4.08, 4.23, 3.86, 3.36, 3.37, 4.86, 5.07, 4.00, 5.32, 5.74, 3.14, 3.11, 3.14, 2.99
2.00, 1.97, 2.04, 2.06, 2.07, 2.02, 1.97, 3.28, 2.25, 2.33, 4.05, 4.09, 3.99, 3.74, 3.39, 3.42, 5.28, 3.03, 4.63, 5.64, 3.22, 3.12, 3.11, 3.00
1.06, 1.54, 1.85, 2.01, 2.01, 2.03, 2.10, 7.32, 8.89, 8.61, 10.52, 8.37, 7.36, 6.28, 6.48, 12.96, 6.27, 5.08, 12.94, 8.32, 4.95, 3.91, 3.10, 2.94
2.03, 1.92, 1.90, 2.04, 2.04, 2.01, 7.02, 43.91, 15.09, 21.81, 33.27, 23.84, 15.00, 13.17, 10.96, 12.18, 11.31, 15.20, 15.09, 10.15, 4.81, 3.39, 3.13, 2.93
1.72, 1.44, 1.80, 1.70, 1.74, 1.64, 1.91, 4.14, 3.01, 2.26, 3.67, 4.45, 4.33, 3.79, 2.89, 2.54, 3.92, 3.11, 5.11, 4.40, 2.73, 2.77, 2.84, 2.72
1.05, 1.17, 1.61, 1.66, 1.80, 1.80, 1.81, 3.14, 2.12, 2.80, 4.50, 4.32, 4.15, 3.70, 2.64, 2.15, 5.01, 2.47, 2.47, 4.43, 2.77, 2.58, 2.50, 2.41
1.79, 1.16, 1.20, 1.35, 1.42, 1.43, 2.34, 9.06, 1.54, 1.51, 8.15, 5.54, 3.41, 2.39, 2.40, 3.06, 3.46, 3.99, 4.96, 3.96, 2.59, 2.53, 2.57, 2.46
